"","year_month","country_name","volume_sum","value_sum","refusal_count","USDA_dummy","year","month","USDAxVolume"
"1312",Feb 2015,"DOMINICAN REPUBLIC",NA,NA,8,0,2015,2,NA
"1313",Feb 2015,"ECUADOR",NA,NA,2,0,2015,2,NA
"1314",Feb 2015,"EGYPT",NA,NA,23,0,2015,2,NA
"1315",Feb 2015,"EL SALVADOR",NA,NA,3,0,2015,2,NA
"1316",Feb 2015,"FINLAND",NA,NA,1,0,2015,2,NA
"1317",Feb 2015,"FRANCE",NA,NA,67,0,2015,2,NA
"1318",Feb 2015,"GERMANY",NA,NA,24,0,2015,2,NA
"1319",Feb 2015,"GHANA",NA,NA,5,0,2015,2,NA
"1320",Feb 2015,"GREECE",NA,NA,1,0,2015,2,NA
"1321",Feb 2015,"GUATEMALA",NA,NA,21,0,2015,2,NA
"1322",Feb 2015,"HAITI",NA,NA,1,0,2015,2,NA
"1323",Feb 2015,"HONG KONG SAR CHINA",NA,NA,24,0,2015,2,NA
"1324",Feb 2015,"INDIA",NA,NA,178,0,2015,2,NA
"1325",Feb 2015,"INDONESIA",NA,NA,2,0,2015,2,NA
"1326",Feb 2015,"IRELAND",NA,NA,3,0,2015,2,NA
"1327",Feb 2015,"ISRAEL",NA,NA,9,0,2015,2,NA
"1328",Feb 2015,"ITALY",NA,NA,36,0,2015,2,NA
"1329",Feb 2015,"JAMAICA",NA,NA,2,0,2015,2,NA
"1330",Feb 2015,"JAPAN",NA,NA,50,0,2015,2,NA
"1331",Feb 2015,"KENYA",NA,NA,1,0,2015,2,NA
"1332",Feb 2015,"LATVIA",NA,NA,1,0,2015,2,NA
"1333",Feb 2015,"MALAYSIA",NA,NA,33,0,2015,2,NA
"1334",Feb 2015,"MALDIVES",NA,NA,1,0,2015,2,NA
"1335",Feb 2015,"NETHERLANDS",NA,NA,27,0,2015,2,NA
"1336",Feb 2015,"NEW ZEALAND",NA,NA,1,0,2015,2,NA
"1337",Feb 2015,"NIGERIA",NA,NA,2,0,2015,2,NA
"1338",Feb 2015,"PAKISTAN",NA,NA,17,0,2015,2,NA
"1339",Feb 2015,"PANAMA",NA,NA,2,0,2015,2,NA
"1340",Feb 2015,"PERU",NA,NA,7,0,2015,2,NA
"1341",Feb 2015,"PHILIPPINES",NA,NA,23,0,2015,2,NA
"1342",Feb 2015,"POLAND",NA,NA,4,0,2015,2,NA
"1343",Feb 2015,"PORTUGAL",NA,NA,1,0,2015,2,NA
"1344",Feb 2015,"ROMANIA",NA,NA,1,0,2015,2,NA
"1345",Feb 2015,"RUSSIA",NA,NA,15,0,2015,2,NA
"1346",Feb 2015,"SAUDI ARABIA",NA,NA,1,0,2015,2,NA
"1347",Feb 2015,"SINGAPORE",NA,NA,4,0,2015,2,NA
"1348",Feb 2015,"SLOVENIA",NA,NA,1,0,2015,2,NA
"1349",Feb 2015,"SOUTH AFRICA",NA,NA,1,0,2015,2,NA
"1350",Feb 2015,"SOUTH KOREA",NA,NA,20,0,2015,2,NA
"1351",Feb 2015,"SPAIN",NA,NA,28,0,2015,2,NA
"1352",Feb 2015,"SRI LANKA",NA,NA,3,0,2015,2,NA
"1353",Feb 2015,"SWEDEN",NA,NA,113,0,2015,2,NA
"1354",Feb 2015,"SWITZERLAND",NA,NA,6,0,2015,2,NA
"1355",Feb 2015,"TAIWAN",NA,NA,23,0,2015,2,NA
"1356",Feb 2015,"TRINIDAD & TOBAGO",NA,NA,4,0,2015,2,NA
"1357",Feb 2015,"TUNISIA",NA,NA,1,0,2015,2,NA
"1358",Feb 2015,"TURKEY",NA,NA,22,0,2015,2,NA
"1359",Feb 2015,"UKRAINE",NA,NA,1,0,2015,2,NA
"1360",Feb 2015,"UNITED ARAB EMIRATES",NA,NA,12,0,2015,2,NA
"1361",Feb 2015,"UNITED KINGDOM",NA,NA,54,0,2015,2,NA
"1362",Feb 2015,"UNITED STATES",NA,NA,49,0,2015,2,NA
"1363",Feb 2015,NA,NA,NA,2,0,2015,2,NA
"1364",Mar 2015,"ARGENTINA",NA,NA,17,0,2015,3,NA
"1365",Mar 2015,"ARMENIA",NA,NA,8,0,2015,3,NA
"1366",Mar 2015,"AUSTRALIA",NA,NA,1,0,2015,3,NA
"1367",Mar 2015,"AUSTRIA",NA,NA,1,0,2015,3,NA
"1368",Mar 2015,"BANGLADESH",NA,NA,3,0,2015,3,NA
"1369",Mar 2015,"BELGIUM",NA,NA,2,0,2015,3,NA
"1370",Mar 2015,"BERMUDA",NA,NA,1,0,2015,3,NA
"1371",Mar 2015,"BRAZIL",NA,NA,5,0,2015,3,NA
"1372",Mar 2015,"BULGARIA",NA,NA,1,0,2015,3,NA
"1373",Mar 2015,"CANADA",NA,NA,22,0,2015,3,NA
"1374",Mar 2015,"CHILE",NA,NA,5,0,2015,3,NA
"1375",Mar 2015,"COLOMBIA",NA,NA,10,0,2015,3,NA
"1376",Mar 2015,"COSTA RICA",NA,NA,7,0,2015,3,NA
"1377",Mar 2015,"CÔTE D’IVOIRE",NA,NA,11,0,2015,3,NA
"1378",Mar 2015,"DOMINICAN REPUBLIC",NA,NA,12,0,2015,3,NA
"1379",Mar 2015,"ECUADOR",NA,NA,5,0,2015,3,NA
"1380",Mar 2015,"EGYPT",NA,NA,11,0,2015,3,NA
"1381",Mar 2015,"FIJI",NA,NA,4,0,2015,3,NA
"1382",Mar 2015,"FRANCE",NA,NA,34,0,2015,3,NA
"1383",Mar 2015,"GERMANY",NA,NA,46,0,2015,3,NA
"1384",Mar 2015,"GHANA",NA,NA,39,0,2015,3,NA
"1385",Mar 2015,"GREECE",NA,NA,2,0,2015,3,NA
"1386",Mar 2015,"GUINEA",NA,NA,3,0,2015,3,NA
"1387",Mar 2015,"HONG KONG SAR CHINA",NA,NA,18,0,2015,3,NA
"1388",Mar 2015,"HUNGARY",NA,NA,9,0,2015,3,NA
"1389",Mar 2015,"INDIA",NA,NA,235,0,2015,3,NA
"1390",Mar 2015,"INDONESIA",NA,NA,24,0,2015,3,NA
"1391",Mar 2015,"ISRAEL",NA,NA,15,0,2015,3,NA
"1392",Mar 2015,"ITALY",NA,NA,53,0,2015,3,NA
"1393",Mar 2015,"JAPAN",NA,NA,41,0,2015,3,NA
"1394",Mar 2015,"JORDAN",NA,NA,30,0,2015,3,NA
"1395",Mar 2015,"KENYA",NA,NA,1,0,2015,3,NA
"1396",Mar 2015,"KUWAIT",NA,NA,7,0,2015,3,NA
"1397",Mar 2015,"LEBANON",NA,NA,2,0,2015,3,NA
"1398",Mar 2015,"LITHUANIA",NA,NA,1,0,2015,3,NA
"1399",Mar 2015,"MALAYSIA",NA,NA,38,0,2015,3,NA
"1400",Mar 2015,"MOLDOVA",NA,NA,7,0,2015,3,NA
"1401",Mar 2015,"MONACO",NA,NA,40,0,2015,3,NA
"1402",Mar 2015,"NEPAL",NA,NA,1,0,2015,3,NA
"1403",Mar 2015,"NETHERLANDS",NA,NA,12,0,2015,3,NA
"1404",Mar 2015,"NEW ZEALAND",NA,NA,8,0,2015,3,NA
"1405",Mar 2015,"NICARAGUA",NA,NA,2,0,2015,3,NA
"1406",Mar 2015,"NIGERIA",NA,NA,7,0,2015,3,NA
"1407",Mar 2015,"PAKISTAN",NA,NA,3,0,2015,3,NA
"1408",Mar 2015,"PANAMA",NA,NA,5,0,2015,3,NA
"1409",Mar 2015,"PERU",NA,NA,6,0,2015,3,NA
"1410",Mar 2015,"POLAND",NA,NA,2,0,2015,3,NA
"1411",Mar 2015,"PORTUGAL",NA,NA,2,0,2015,3,NA
"1412",Mar 2015,"ROMANIA",NA,NA,2,0,2015,3,NA
"1413",Mar 2015,"SERBIA",NA,NA,4,0,2015,3,NA
"1414",Mar 2015,"SINGAPORE",NA,NA,1,0,2015,3,NA
"1415",Mar 2015,"SOUTH AFRICA",NA,NA,2,0,2015,3,NA
"1416",Mar 2015,"SOUTH KOREA",NA,NA,22,0,2015,3,NA
"1417",Mar 2015,"SPAIN",NA,NA,13,0,2015,3,NA
"1418",Mar 2015,"SRI LANKA",NA,NA,2,0,2015,3,NA
"1419",Mar 2015,"SWEDEN",NA,NA,21,0,2015,3,NA
"1420",Mar 2015,"SWITZERLAND",NA,NA,5,0,2015,3,NA
"1421",Mar 2015,"TAIWAN",NA,NA,44,0,2015,3,NA
"1422",Mar 2015,"THAILAND",NA,NA,33,0,2015,3,NA
"1423",Mar 2015,"TURKEY",NA,NA,2,0,2015,3,NA
"1424",Mar 2015,"UKRAINE",NA,NA,1,0,2015,3,NA
"1425",Mar 2015,"UNITED ARAB EMIRATES",NA,NA,27,0,2015,3,NA
"1426",Mar 2015,"UNITED KINGDOM",NA,NA,50,0,2015,3,NA
"1427",Mar 2015,"UNITED STATES",NA,NA,40,0,2015,3,NA
"1428",Mar 2015,"URUGUAY",NA,NA,1,0,2015,3,NA
"1429",Mar 2015,"VENEZUELA",NA,NA,1,0,2015,3,NA
"1430",Mar 2015,NA,NA,NA,4,0,2015,3,NA
"1431",Apr 2015,"ARGENTINA",NA,NA,4,0,2015,4,NA
"1432",Apr 2015,"ARMENIA",NA,NA,1,0,2015,4,NA
"1433",Apr 2015,"AUSTRALIA",NA,NA,9,0,2015,4,NA
"1434",Apr 2015,"AUSTRIA",NA,NA,1,0,2015,4,NA
"1435",Apr 2015,"BANGLADESH",NA,NA,5,0,2015,4,NA
"1436",Apr 2015,"BELGIUM",NA,NA,4,0,2015,4,NA
"1437",Apr 2015,"BRAZIL",NA,NA,12,0,2015,4,NA
"1438",Apr 2015,"BULGARIA",NA,NA,1,0,2015,4,NA
"1439",Apr 2015,"CANADA",NA,NA,28,0,2015,4,NA
"1440",Apr 2015,"CHILE",NA,NA,3,0,2015,4,NA
"1441",Apr 2015,"COLOMBIA",NA,NA,9,0,2015,4,NA
"1442",Apr 2015,"COSTA RICA",NA,NA,8,0,2015,4,NA
"1443",Apr 2015,"CÔTE D’IVOIRE",NA,NA,29,0,2015,4,NA
"1444",Apr 2015,"CZECHIA",NA,NA,33,0,2015,4,NA
"1445",Apr 2015,"DENMARK",NA,NA,7,0,2015,4,NA
"1446",Apr 2015,"DOMINICAN REPUBLIC",NA,NA,30,0,2015,4,NA
"1447",Apr 2015,"ECUADOR",NA,NA,1,0,2015,4,NA
"1448",Apr 2015,"EGYPT",NA,NA,12,0,2015,4,NA
"1449",Apr 2015,"EL SALVADOR",NA,NA,3,0,2015,4,NA
"1450",Apr 2015,"FRANCE",NA,NA,67,0,2015,4,NA
"1451",Apr 2015,"GERMANY",NA,NA,50,0,2015,4,NA
"1452",Apr 2015,"GHANA",NA,NA,9,0,2015,4,NA
"1453",Apr 2015,"GREECE",NA,NA,7,0,2015,4,NA
"1454",Apr 2015,"GUATEMALA",NA,NA,7,0,2015,4,NA
"1455",Apr 2015,"HAITI",NA,NA,1,0,2015,4,NA
"1456",Apr 2015,"HONDURAS",NA,NA,13,0,2015,4,NA
"1457",Apr 2015,"HONG KONG SAR CHINA",NA,NA,20,0,2015,4,NA
"1458",Apr 2015,"HUNGARY",NA,NA,12,0,2015,4,NA
"1459",Apr 2015,"INDIA",NA,NA,143,0,2015,4,NA
"1460",Apr 2015,"INDONESIA",NA,NA,7,0,2015,4,NA
"1461",Apr 2015,"IRELAND",NA,NA,8,0,2015,4,NA
"1462",Apr 2015,"ISRAEL",NA,NA,15,0,2015,4,NA
"1463",Apr 2015,"ITALY",NA,NA,65,0,2015,4,NA
"1464",Apr 2015,"JAMAICA",NA,NA,4,0,2015,4,NA
"1465",Apr 2015,"JAPAN",NA,NA,56,0,2015,4,NA
"1466",Apr 2015,"JORDAN",NA,NA,3,0,2015,4,NA
"1467",Apr 2015,"MALAYSIA",NA,NA,44,0,2015,4,NA
"1468",Apr 2015,"MEXICO",NA,NA,118,0,2015,4,NA
"1469",Apr 2015,"MOROCCO",NA,NA,1,0,2015,4,NA
"1470",Apr 2015,"MYANMAR (BURMA)",NA,NA,6,0,2015,4,NA
"1471",Apr 2015,"NETHERLANDS",NA,NA,18,0,2015,4,NA
"1472",Apr 2015,"NIGERIA",NA,NA,1,0,2015,4,NA
"1473",Apr 2015,"NORTH KOREA",NA,NA,1,0,2015,4,NA
"1474",Apr 2015,"PAKISTAN",NA,NA,21,0,2015,4,NA
"1475",Apr 2015,"PERU",NA,NA,10,0,2015,4,NA
"1476",Apr 2015,"PHILIPPINES",NA,NA,22,0,2015,4,NA
"1477",Apr 2015,"POLAND",NA,NA,2,0,2015,4,NA
"1478",Apr 2015,"PORTUGAL",NA,NA,1,0,2015,4,NA
"1479",Apr 2015,"RUSSIA",NA,NA,3,0,2015,4,NA
"1480",Apr 2015,"SIERRA LEONE",NA,NA,1,0,2015,4,NA
"1481",Apr 2015,"SINGAPORE",NA,NA,2,0,2015,4,NA
"1482",Apr 2015,"SOUTH AFRICA",NA,NA,1,0,2015,4,NA
"1483",Apr 2015,"SOUTH KOREA",NA,NA,36,0,2015,4,NA
"1484",Apr 2015,"SPAIN",NA,NA,12,0,2015,4,NA
"1485",Apr 2015,"SRI LANKA",NA,NA,2,0,2015,4,NA
"1486",Apr 2015,"SWEDEN",NA,NA,3,0,2015,4,NA
"1487",Apr 2015,"SWITZERLAND",NA,NA,8,0,2015,4,NA
"1488",Apr 2015,"TAIWAN",NA,NA,52,0,2015,4,NA
"1489",Apr 2015,"THAILAND",NA,NA,9,0,2015,4,NA
"1490",Apr 2015,"TRINIDAD & TOBAGO",NA,NA,7,0,2015,4,NA
"1491",Apr 2015,"TURKEY",NA,NA,10,0,2015,4,NA
"1492",Apr 2015,"UKRAINE",NA,NA,26,0,2015,4,NA
"1493",Apr 2015,"UNITED ARAB EMIRATES",NA,NA,17,0,2015,4,NA
"1494",Apr 2015,"UNITED KINGDOM",NA,NA,82,0,2015,4,NA
"1495",Apr 2015,"UNITED STATES",NA,NA,44,0,2015,4,NA
"1496",Apr 2015,"URUGUAY",NA,NA,4,0,2015,4,NA
"1497",Apr 2015,NA,NA,NA,1,0,2015,4,NA
"1498",May 2015,"AFGHANISTAN",NA,NA,1,0,2015,5,NA
"1499",May 2015,"AUSTRALIA",NA,NA,2,0,2015,5,NA
"1500",May 2015,"BAHAMAS",NA,NA,1,0,2015,5,NA
"1501",May 2015,"BARBADOS",NA,NA,1,0,2015,5,NA
"1502",May 2015,"BELGIUM",NA,NA,4,0,2015,5,NA
"1503",May 2015,"CANADA",NA,NA,27,0,2015,5,NA
"1504",May 2015,"CHILE",NA,NA,2,0,2015,5,NA
"1505",May 2015,"COLOMBIA",NA,NA,25,0,2015,5,NA
"1506",May 2015,"COSTA RICA",NA,NA,7,0,2015,5,NA
"1507",May 2015,"CÔTE D’IVOIRE",NA,NA,10,0,2015,5,NA
"1508",May 2015,"CROATIA",NA,NA,1,0,2015,5,NA
"1509",May 2015,"CZECHIA",NA,NA,1,0,2015,5,NA
"1510",May 2015,"DENMARK",NA,NA,10,0,2015,5,NA
"1511",May 2015,"DOMINICAN REPUBLIC",NA,NA,4,0,2015,5,NA
"1512",May 2015,"ECUADOR",NA,NA,7,0,2015,5,NA
"1513",May 2015,"EGYPT",NA,NA,7,0,2015,5,NA
"1514",May 2015,"EL SALVADOR",NA,NA,4,0,2015,5,NA
"1515",May 2015,"ETHIOPIA",NA,NA,5,0,2015,5,NA
"1516",May 2015,"FIJI",NA,NA,3,0,2015,5,NA
"1517",May 2015,"FINLAND",NA,NA,1,0,2015,5,NA
"1518",May 2015,"FRANCE",NA,NA,34,0,2015,5,NA
"1519",May 2015,"GEORGIA",NA,NA,3,0,2015,5,NA
"1520",May 2015,"GERMANY",NA,NA,39,0,2015,5,NA
"1521",May 2015,"GHANA",NA,NA,5,0,2015,5,NA
"1522",May 2015,"GREECE",NA,NA,2,0,2015,5,NA
"1523",May 2015,"GUATEMALA",NA,NA,1,0,2015,5,NA
"1524",May 2015,"HAITI",NA,NA,1,0,2015,5,NA
"1525",May 2015,"HONDURAS",NA,NA,10,0,2015,5,NA
"1526",May 2015,"HONG KONG SAR CHINA",NA,NA,31,0,2015,5,NA
"1527",May 2015,"HUNGARY",NA,NA,8,0,2015,5,NA
"1528",May 2015,"INDIA",NA,NA,185,0,2015,5,NA
"1529",May 2015,"INDONESIA",NA,NA,11,0,2015,5,NA
"1530",May 2015,"IRELAND",NA,NA,5,0,2015,5,NA
"1531",May 2015,"ISRAEL",NA,NA,16,0,2015,5,NA
"1532",May 2015,"ITALY",NA,NA,52,0,2015,5,NA
"1533",May 2015,"JAMAICA",NA,NA,3,0,2015,5,NA
"1534",May 2015,"JAPAN",NA,NA,48,0,2015,5,NA
"1535",May 2015,"JORDAN",NA,NA,1,0,2015,5,NA
"1536",May 2015,"KENYA",NA,NA,9,0,2015,5,NA
"1537",May 2015,"LEBANON",NA,NA,1,0,2015,5,NA
"1538",May 2015,"LITHUANIA",NA,NA,6,0,2015,5,NA
"1539",May 2015,"MALAYSIA",NA,NA,12,0,2015,5,NA
"1540",May 2015,"MALI",NA,NA,1,0,2015,5,NA
"1541",May 2015,"MAURITANIA",NA,NA,1,0,2015,5,NA
"1542",May 2015,"MEXICO",NA,NA,106,0,2015,5,NA
"1543",May 2015,"MYANMAR (BURMA)",NA,NA,2,0,2015,5,NA
"1544",May 2015,"NEPAL",NA,NA,1,0,2015,5,NA
"1545",May 2015,"NETHERLANDS",NA,NA,6,0,2015,5,NA
"1546",May 2015,"NEW ZEALAND",NA,NA,1,0,2015,5,NA
"1547",May 2015,"NIGERIA",NA,NA,15,0,2015,5,NA
"1548",May 2015,"NORWAY",NA,NA,2,0,2015,5,NA
"1549",May 2015,"PAKISTAN",NA,NA,42,0,2015,5,NA
"1550",May 2015,"PANAMA",NA,NA,2,0,2015,5,NA
"1551",May 2015,"PERU",NA,NA,62,0,2015,5,NA
"1552",May 2015,"PHILIPPINES",NA,NA,6,0,2015,5,NA
"1553",May 2015,"POLAND",NA,NA,15,0,2015,5,NA
"1554",May 2015,"PORTUGAL",NA,NA,1,0,2015,5,NA
"1555",May 2015,"RUSSIA",NA,NA,1,0,2015,5,NA
"1556",May 2015,"SAUDI ARABIA",NA,NA,6,0,2015,5,NA
"1557",May 2015,"SENEGAL",NA,NA,2,0,2015,5,NA
"1558",May 2015,"SINGAPORE",NA,NA,4,0,2015,5,NA
"1559",May 2015,"SLOVAKIA",NA,NA,1,0,2015,5,NA
"1560",May 2015,"SOUTH AFRICA",NA,NA,5,0,2015,5,NA
"1561",May 2015,"SOUTH KOREA",NA,NA,55,0,2015,5,NA
"1562",May 2015,"SPAIN",NA,NA,20,0,2015,5,NA
"1563",May 2015,"SURINAME",NA,NA,1,0,2015,5,NA
"1564",May 2015,"SWEDEN",NA,NA,3,0,2015,5,NA
"1565",May 2015,"SWITZERLAND",NA,NA,9,0,2015,5,NA
"1566",May 2015,"TAIWAN",NA,NA,18,0,2015,5,NA
"1567",May 2015,"TRINIDAD & TOBAGO",NA,NA,2,0,2015,5,NA
"1568",May 2015,"TURKEY",NA,NA,9,0,2015,5,NA
"1569",May 2015,"UKRAINE",NA,NA,2,0,2015,5,NA
"1570",May 2015,"UNITED ARAB EMIRATES",NA,NA,5,0,2015,5,NA
"1571",May 2015,"UNITED KINGDOM",NA,NA,32,0,2015,5,NA
"1572",May 2015,"UNITED STATES",NA,NA,87,0,2015,5,NA
"1573",May 2015,"VENEZUELA",NA,NA,1,0,2015,5,NA
"1574",May 2015,"YEMEN",NA,NA,2,0,2015,5,NA
"1575",May 2015,NA,NA,NA,10,0,2015,5,NA
"1576",Jun 2015,"ALGERIA",NA,NA,2,0,2015,6,NA
"1577",Jun 2015,"ARGENTINA",NA,NA,1,0,2015,6,NA
"1578",Jun 2015,"AUSTRALIA",NA,NA,16,0,2015,6,NA
"1579",Jun 2015,"AUSTRIA",NA,NA,3,0,2015,6,NA
"1580",Jun 2015,"BANGLADESH",NA,NA,29,0,2015,6,NA
"1581",Jun 2015,"BELGIUM",NA,NA,8,0,2015,6,NA
"1582",Jun 2015,"BULGARIA",NA,NA,1,0,2015,6,NA
"1583",Jun 2015,"CANADA",NA,NA,37,0,2015,6,NA
"1584",Jun 2015,"CHILE",NA,NA,2,0,2015,6,NA
"1585",Jun 2015,"COLOMBIA",NA,NA,27,0,2015,6,NA
"1586",Jun 2015,"COSTA RICA",NA,NA,1,0,2015,6,NA
"1587",Jun 2015,"CÔTE D’IVOIRE",NA,NA,4,0,2015,6,NA
"1588",Jun 2015,"CZECHIA",NA,NA,2,0,2015,6,NA
"1589",Jun 2015,"DENMARK",NA,NA,10,0,2015,6,NA
"1590",Jun 2015,"DOMINICAN REPUBLIC",NA,NA,10,0,2015,6,NA
"1591",Jun 2015,"ECUADOR",NA,NA,8,0,2015,6,NA
"1592",Jun 2015,"EGYPT",NA,NA,4,0,2015,6,NA
"1593",Jun 2015,"EL SALVADOR",NA,NA,1,0,2015,6,NA
"1594",Jun 2015,"ETHIOPIA",NA,NA,1,0,2015,6,NA
"1595",Jun 2015,"FIJI",NA,NA,2,0,2015,6,NA
"1596",Jun 2015,"FRANCE",NA,NA,63,0,2015,6,NA
"1597",Jun 2015,"GERMANY",NA,NA,73,0,2015,6,NA
"1598",Jun 2015,"GHANA",NA,NA,18,0,2015,6,NA
"1599",Jun 2015,"GREECE",NA,NA,7,0,2015,6,NA
"1600",Jun 2015,"GUATEMALA",NA,NA,10,0,2015,6,NA
"1601",Jun 2015,"GUYANA",NA,NA,2,0,2015,6,NA
"1602",Jun 2015,"HAITI",NA,NA,1,0,2015,6,NA
"1603",Jun 2015,"HONDURAS",NA,NA,1,0,2015,6,NA
"1604",Jun 2015,"HONG KONG SAR CHINA",NA,NA,23,0,2015,6,NA
"1605",Jun 2015,"HUNGARY",NA,NA,23,0,2015,6,NA
"1606",Jun 2015,"INDIA",NA,NA,184,0,2015,6,NA
"1607",Jun 2015,"INDONESIA",NA,NA,16,0,2015,6,NA
"1608",Jun 2015,"IRELAND",NA,NA,12,0,2015,6,NA
"1609",Jun 2015,"ISRAEL",NA,NA,12,0,2015,6,NA
"1610",Jun 2015,"ITALY",NA,NA,54,0,2015,6,NA
"1611",Jun 2015,"JAMAICA",NA,NA,2,0,2015,6,NA
"1612",Jun 2015,"JAPAN",NA,NA,59,0,2015,6,NA
"1613",Jun 2015,"JORDAN",NA,NA,21,0,2015,6,NA
"1614",Jun 2015,"LEBANON",NA,NA,4,0,2015,6,NA
"1615",Jun 2015,"LIBERIA",NA,NA,2,0,2015,6,NA
"1616",Jun 2015,"LITHUANIA",NA,NA,18,0,2015,6,NA
"1617",Jun 2015,"MALAYSIA",NA,NA,52,0,2015,6,NA
"1618",Jun 2015,"MEXICO",NA,NA,85,0,2015,6,NA
"1619",Jun 2015,"MONACO",NA,NA,17,0,2015,6,NA
"1620",Jun 2015,"MOROCCO",NA,NA,1,0,2015,6,NA
"1621",Jun 2015,"NETHERLANDS",NA,NA,24,0,2015,6,NA
"1622",Jun 2015,"NEW ZEALAND",NA,NA,3,0,2015,6,NA
"1623",Jun 2015,"NORWAY",NA,NA,3,0,2015,6,NA
"1624",Jun 2015,"PAKISTAN",NA,NA,164,0,2015,6,NA
"1625",Jun 2015,"PANAMA",NA,NA,1,0,2015,6,NA
"1626",Jun 2015,"PERU",NA,NA,32,0,2015,6,NA
"1627",Jun 2015,"PHILIPPINES",NA,NA,5,0,2015,6,NA
"1628",Jun 2015,"POLAND",NA,NA,11,0,2015,6,NA
"1629",Jun 2015,"PORTUGAL",NA,NA,1,0,2015,6,NA
"1630",Jun 2015,"RUSSIA",NA,NA,5,0,2015,6,NA
"1631",Jun 2015,"SAUDI ARABIA",NA,NA,2,0,2015,6,NA
"1632",Jun 2015,"SENEGAL",NA,NA,1,0,2015,6,NA
"1633",Jun 2015,"SERBIA",NA,NA,1,0,2015,6,NA
"1634",Jun 2015,"SINGAPORE",NA,NA,1,0,2015,6,NA
"1635",Jun 2015,"SOUTH AFRICA",NA,NA,9,0,2015,6,NA
"1636",Jun 2015,"SOUTH KOREA",NA,NA,36,0,2015,6,NA
"1637",Jun 2015,"SPAIN",NA,NA,11,0,2015,6,NA
"1638",Jun 2015,"SRI LANKA",NA,NA,8,0,2015,6,NA
"1639",Jun 2015,"SWEDEN",NA,NA,4,0,2015,6,NA
"1640",Jun 2015,"SWITZERLAND",NA,NA,2,0,2015,6,NA
"1641",Jun 2015,"SYRIA",NA,NA,1,0,2015,6,NA
"1642",Jun 2015,"TAIWAN",NA,NA,26,0,2015,6,NA
"1643",Jun 2015,"TRINIDAD & TOBAGO",NA,NA,2,0,2015,6,NA
"1644",Jun 2015,"TURKEY",NA,NA,3,0,2015,6,NA
"1645",Jun 2015,"UKRAINE",NA,NA,5,0,2015,6,NA
"1646",Jun 2015,"UNITED ARAB EMIRATES",NA,NA,8,0,2015,6,NA
"1647",Jun 2015,"UNITED KINGDOM",NA,NA,64,0,2015,6,NA
"1648",Jun 2015,"UNITED STATES",NA,NA,117,0,2015,6,NA
"1649",Jun 2015,"URUGUAY",NA,NA,2,0,2015,6,NA
"1650",Jul 2015,"ARGENTINA",NA,NA,1,0,2015,7,NA
"1651",Jul 2015,"AUSTRALIA",NA,NA,8,0,2015,7,NA
"1652",Jul 2015,"BELGIUM",NA,NA,4,0,2015,7,NA
"1653",Jul 2015,"BHUTAN",NA,NA,1,0,2015,7,NA
"1654",Jul 2015,"BRAZIL",NA,NA,38,0,2015,7,NA
"1655",Jul 2015,"CANADA",NA,NA,64,0,2015,7,NA
"1656",Jul 2015,"CHILE",NA,NA,23,0,2015,7,NA
"1657",Jul 2015,"COLOMBIA",NA,NA,48,0,2015,7,NA
"1658",Jul 2015,"COSTA RICA",NA,NA,5,0,2015,7,NA
"1659",Jul 2015,"CÔTE D’IVOIRE",NA,NA,4,0,2015,7,NA
"1660",Jul 2015,"DENMARK",NA,NA,9,0,2015,7,NA
"1661",Jul 2015,"DOMINICAN REPUBLIC",NA,NA,16,0,2015,7,NA
"1662",Jul 2015,"ECUADOR",NA,NA,4,0,2015,7,NA
"1663",Jul 2015,"FINLAND",NA,NA,1,0,2015,7,NA
"1664",Jul 2015,"FRANCE",NA,NA,42,0,2015,7,NA
"1665",Jul 2015,"GERMANY",NA,NA,37,0,2015,7,NA
"1666",Jul 2015,"GHANA",NA,NA,17,0,2015,7,NA
"1667",Jul 2015,"GREECE",NA,NA,1,0,2015,7,NA
"1668",Jul 2015,"GUATEMALA",NA,NA,6,0,2015,7,NA
"1669",Jul 2015,"HAITI",NA,NA,1,0,2015,7,NA
"1670",Jul 2015,"HONDURAS",NA,NA,5,0,2015,7,NA
"1671",Jul 2015,"HONG KONG SAR CHINA",NA,NA,11,0,2015,7,NA
"1672",Jul 2015,"HUNGARY",NA,NA,2,0,2015,7,NA
"1673",Jul 2015,"INDIA",NA,NA,309,0,2015,7,NA
"1674",Jul 2015,"INDONESIA",NA,NA,13,0,2015,7,NA
"1675",Jul 2015,"IRELAND",NA,NA,5,0,2015,7,NA
"1676",Jul 2015,"ISRAEL",NA,NA,12,0,2015,7,NA
"1677",Jul 2015,"ITALY",NA,NA,24,0,2015,7,NA
"1678",Jul 2015,"JAMAICA",NA,NA,4,0,2015,7,NA
"1679",Jul 2015,"JAPAN",NA,NA,18,0,2015,7,NA
"1680",Jul 2015,"JORDAN",NA,NA,21,0,2015,7,NA
"1681",Jul 2015,"KENYA",NA,NA,1,0,2015,7,NA
"1682",Jul 2015,"LEBANON",NA,NA,3,0,2015,7,NA
"1683",Jul 2015,"LIBERIA",NA,NA,2,0,2015,7,NA
"1684",Jul 2015,"LITHUANIA",NA,NA,18,0,2015,7,NA
"1685",Jul 2015,"MALAYSIA",NA,NA,68,0,2015,7,NA
"1686",Jul 2015,"MEXICO",NA,NA,153,0,2015,7,NA
"1687",Jul 2015,"MOROCCO",NA,NA,8,0,2015,7,NA
